,loss,metric
0,0.6934003233909607,0.385
1,0.6933612823486328,0.385
2,0.6933227777481079,0.385
3,0.6932849287986755,0.385
4,0.6932476162910461,0.385
5,0.693211019039154,0.385
6,0.6931749582290649,0.385
7,0.6931395530700684,0.385
8,0.6931048631668091,0.385
9,0.6930707693099976,0.385
10,0.6930373311042786,0.385
11,0.6930045485496521,0.385
12,0.6929723620414734,0.46499999999999997
13,0.6929408311843872,0.46499999999999997
14,0.6929098963737488,0.46499999999999997
15,0.6928796768188477,0.46499999999999997
16,0.6928500533103943,0.46499999999999997
17,0.6928210258483887,0.46499999999999997
18,0.6927925944328308,0.46499999999999997
19,0.6927647590637207,0.46499999999999997
20,0.6927375793457031,0.46499999999999997
21,0.6927109360694885,0.46499999999999997
22,0.6926848888397217,0.46499999999999997
23,0.692659318447113,0.46499999999999997
24,0.6926342844963074,0.46499999999999997
25,0.6926098465919495,0.46499999999999997
26,0.692585825920105,0.46499999999999997
27,0.6925622820854187,0.46499999999999997
28,0.6925392746925354,0.46499999999999997
29,0.6925166249275208,0.46499999999999997
30,0.6924944519996643,0.46499999999999997
31,0.6924726963043213,0.46499999999999997
32,0.6924512982368469,0.46499999999999997
33,0.6924301981925964,0.46499999999999997
34,0.6924095749855042,0.46499999999999997
35,0.6923892498016357,0.46499999999999997
36,0.692369282245636,0.46499999999999997
37,0.6923496127128601,0.46499999999999997
38,0.6923301219940186,0.46499999999999997
39,0.6923109292984009,0.46499999999999997
40,0.6922921538352966,0.46499999999999997
41,0.6922734379768372,0.46499999999999997
42,0.6922549605369568,0.46499999999999997
43,0.6922368407249451,0.46499999999999997
44,0.6922187805175781,0.46499999999999997
45,0.6922009587287903,0.46499999999999997
46,0.6921833753585815,0.46499999999999997
47,0.6921659111976624,0.46499999999999997
48,0.6921486258506775,0.46499999999999997
49,0.692131519317627,0.46499999999999997
50,0.692114531993866,0.46499999999999997
51,0.6920977830886841,0.46499999999999997
52,0.6920811533927917,0.46499999999999997
53,0.6920645833015442,0.46499999999999997
54,0.6920482516288757,0.46499999999999997
55,0.692031979560852,0.46499999999999997
56,0.6920158863067627,0.46499999999999997
57,0.6919998526573181,0.46499999999999997
58,0.6919840574264526,0.46499999999999997
59,0.6919682621955872,0.46499999999999997
60,0.691952645778656,0.46499999999999997
61,0.6919371485710144,0.46499999999999997
62,0.6919218301773071,0.46499999999999997
63,0.6919065713882446,0.46499999999999997
64,0.6918914318084717,0.46499999999999997
65,0.6918764114379883,0.46499999999999997
66,0.6918614506721497,0.46499999999999997
67,0.6918466687202454,0.46499999999999997
68,0.6918320059776306,0.46499999999999997
69,0.6918174624443054,0.46499999999999997
70,0.691802978515625,0.46499999999999997
71,0.6917886734008789,0.46499999999999997
72,0.6917743682861328,0.46499999999999997
73,0.691760241985321,0.46499999999999997
74,0.6917462348937988,0.46499999999999997
75,0.6917323470115662,0.46499999999999997
